,True Ad Prices,Predicted Ad Prices
19199,149000,300423.22726087086
2873,29990000,24246204.095241256
4117,100000,754586.7463025505
27473,11850000,9097755.996692777
18619,2399999,4234016.120913419
28159,549000,368507.79834067565
14471,1950000,1274592.6872880082
20600,2590000,2176599.9481300875
20468,2799999,2440489.5090298653
5212,1449000,1160357.025705724
3636,5199000,6076329.100583244
20510,2675000,1780544.8006012125
1356,120000,315656.08288595773
6372,799000,631617.2606169282
20458,1895000,2035214.8111368262
22763,1590000,1370563.9062510275
8607,2000000,2011983.7482834717
21907,1698000,2263156.8516563396
1835,350000,316997.61628073285
8531,1599000,1788899.8732002534
5764,1480000,1710095.304822164
1896,2250000,1315085.7197346734
4053,125000,637121.076034492
25114,1250000,1469889.3158356303
8876,13599000,10109311.609209742
889,7999000,9333293.214779077
21138,599000,437281.7720106237
19479,2199000,2359229.281922395
17308,2999000,2698792.418530333
22142,1450000,1805076.9271345069
19119,2099000,1668728.1975099982
11408,5649000,5324063.448225981
27492,5049000,5007060.452224632
19295,1549000,1562613.0261113984
13966,1490000,984451.6898717553
6514,9690000,9602393.724199932
14216,2770000,2125906.207514086
24124,5199999,8222989.584576213
6305,2250000,2148750.7172636897
26765,599000,351202.1141922063
15280,980000,1053569.9478232514
23955,1490000,1524691.9352414685
17676,2099000,2135413.5875854422
1379,9990000,11701453.633254385
14874,1250000,3123181.4011503747
15826,5849000,6673633.457013523
25419,2790000,2325751.7869927287
10546,1448000,1553890.8149409108
2089,5300000,4694866.395660645
17285,549000,371485.6400099813
10190,1290000,741401.1207520013
6448,165000,315656.08288595773
21516,555000,462074.803468599
11157,4200000,2819159.5311598643
22434,1990000,1825176.2745598378
4560,720000,394881.5087121911
15515,5099000,4815361.767132516
18662,4390000,4218833.941896042
3957,1479000,1144819.2999460385
12894,1550000,2210684.083302257
6401,2749000,2316218.4149274435
26333,2500000,2050173.909801882
17541,639000,1138757.8283207535
15785,5382000,6069257.367008793
3120,150000,360642.3407229381
26795,6664000,7041286.84849435
26225,1590000,1901282.5853340833
8885,1999000,1962116.708536566
5695,1500000,1584210.9584344516
12770,6990000,8606497.088318529
10268,3990000,4733046.538629413
25842,2990000,2520534.337077299
7114,2790000,1166897.864164838
22424,1550000,2013024.5936653859
25383,599000,315656.08288595773
2742,11694102,10139474.735085547
13130,2890000,3266517.5697715306
20042,5299000,5245560.260006609
9151,10990000,11257357.22473022
12355,1485000,1714107.5404498605
26203,1379999,2505999.8952423944
16037,100000,348559.557851839
7070,799999,441396.0480769912
17510,1495000,1847933.0637236235
22044,315000,368507.79834067565
571,1549000,1841506.9538049197
5987,111000,385158.5889474511
6526,2490000,3237848.151575437
17095,3690000,3215016.922230344
26024,230000,315656.08288595773
5431,2149000,1784902.9208128802
11414,10790000,9589104.4467282
27756,590000,706489.1193358084
13431,1975000,2414820.1601178623
16931,120000,767929.5339234248
1587,1290000,2101595.1593179624
13409,379000,336221.426263836
21564,899000,1495152.7416546724
5776,5249000,5268225.734114457
5091,1899999,2159629.3022192623
7337,1900000,2512099.6816701945
4941,199000,639705.4300483422
27112,10990000,11005636.665861778
1673,5190000,5830542.99152163
21070,2500000,2407186.6127911303
15730,9190000,8082400.321170565
5258,7995000,7223395.106534445
10835,3999999,4438302.194049322
24076,8190000,8752539.17332502
28237,5180000,7729831.653675476
11981,2690000,2488711.2171478444
25906,360000,602141.9996059859
15483,550000,592816.1250119348
5594,5199000,5242684.951692002
9022,1599000,1771923.6790313737
27295,199000,331905.46786557906
13591,1450000,1978207.086524191
9653,9490000,8398559.377779646
20439,2490000,1826777.7080817078
6243,2590000,2043744.7352924114
6307,9250000,8725383.15430369
19028,4975000,5388654.131805327
3492,2520000,2805438.191980644
6241,165000,446874.7406300462
3345,0,4371045.8192055505
6892,1470000,1077403.3936377326
15757,525000,602314.5854122292
12449,1590000,1680476.8825496286
10526,12280000,10726472.215105794
10145,1479000,1689350.0515576166
17538,8400000,8585712.38002679
4361,10090000,9910033.892254015
26474,2789000,2414127.3181222742
17507,90000,415252.6744297734
20285,4490000,9239254.553943861
15141,720000,1126886.619678322
6447,145000,315656.08288595773
12550,5290000,4885055.2206304725
4912,2100000,2363434.106768085
10938,1290000,634461.5410237581
9434,185000,1088243.6437507975
17469,550000,371186.8189036418
20304,390000,318600.4798090243
26825,9490000,10167477.220157752
5739,1599000,1891635.8346645755
8270,799000,1052107.3150045397
23839,450000,618775.4580843603
9500,16325000,13074032.629662625
14878,799999,1849186.0004758395
6189,6999999,7139202.225953526
25473,1950000,2046462.6751609435
17074,2270000,1745104.46264247
2275,169000,2872529.97286128
10650,540000,1150375.6207834287
26,1990000,1893428.5409052656
16785,165000,730074.3967519106
13019,2898000,3391993.6288765776
7757,1999000,1804492.0380346635
11724,720000,453966.1739800588
22332,1980000,1794126.7497454346
19688,1399999,1292442.3076411383
17863,2499660,2625891.843189019
15973,9890000,9963467.730988238
219,385000,1162466.8890638077
8060,1999999,2114854.8353349236
13859,1250000,2245037.2172977296
4716,990000,773633.3914475197
12226,1450000,1942955.2478494407
9053,915000,961096.1392520331
16313,1999000,2448971.258741065
703,50000,315656.08288595773
26801,4100000,3123707.6016539065
19767,1270000,1950776.7859095926
11191,1599000,1391419.6843251127
16364,2780000,2419105.0925844023
15465,2750000,2331062.9124618247
8331,1999999,1453069.0122186653
7482,599000,596170.6004093505
17906,3499000,4490073.018687573
15787,5799990,5298323.646468154
18172,65000,584779.148167915
2862,2750000,2265408.906781887
6949,1490000,1138757.8283207535
25496,2589000,3221688.7966626165
14979,799999,2119074.4881235166
10164,1990000,2318025.556210524
16647,150000,1099455.975360667
19510,1570000,1573440.5179099396
10812,1550000,1530557.5984159785
8516,550000,341287.5462876757
7540,2299000,2224602.6918872027
13061,2800000,2708339.691523315
7223,799000,415856.2348131084
6695,1290000,1562894.7556634245
24054,375000,348559.557851839
1616,1690000,1747906.4001198194
2646,1899000,2021896.1720941237
15834,3780000,4251686.908173777
23189,1999000,2095229.3735724825
27462,550000,568394.1123275752
11977,1599000,1827695.2726543646
24205,579000,419180.63525939506
24711,359000,398550.55066463904
2665,1999000,2310435.0711763334
16603,599000,412261.2111845071
19395,165000,315656.08288595773
5587,5229000,5168828.79673547
742,150000,619753.2736820917
14450,130000,333107.38097027683
2805,10500000,9789839.16774535
23193,1100000,1629011.4416308834
25581,10300000,9618145.54069715
14577,2499000,2630774.8825456193
22627,5199000,5480916.866302869
2305,3499000,3427821.1069719987
25736,170000,334472.3140746446
24578,1990000,2465135.7484873408
2838,1290000,1043758.0691462489
9877,549999,338729.025675605
10678,2777777,2447148.488242107
12882,1500000,2162604.2714815564
14720,5750000,5312267.022053136
15699,111000,315656.08288595773
15541,2990000,2612383.8281445745
10434,360000,344445.2817854715
22196,2799000,2538170.256438645
778,8690000,8800623.223780029
10424,1999000,2204333.2194615267
4707,2599000,2204374.5661410023
3507,1999000,2129210.3330747345
6564,1350000,1759942.5232033585
21426,135000,315656.08288595773
2820,0,6064494.042937888
7017,11378800,10069630.361097148
13232,175000,353881.1347551724
6300,2790000,2519128.6924821804
26302,1549999,1364836.1279794364
21188,2845000,3241713.8055833816
12522,2599000,2231536.938651779
3458,1250000,1551918.7312546119
13565,1999900,2116643.552943887
24918,2990000,2302781.6331208204
20316,950000,658126.5036411284
25625,8990000,8777425.93214091
24689,399000,375148.9627214643
10492,1550000,1371292.997112756
10269,4990000,4852938.55812958
16571,12599000,11520296.003735326
7489,1250000,1622305.4675643118
22968,179000,1482566.820207398
19933,360000,348559.557851839
21774,1450000,2223415.144917538
6637,1990000,2300905.136746251
27001,1990000,1959057.9529341054
18754,5100000,4187268.9750593742
9142,2499999,2504620.3526214487
3103,5190000,4775777.587008415
9483,1550000,948936.1745206016
5039,2985000,2345108.3745418144
26932,9899000,9041160.641119087
20202,350000,1302598.9511282102
7269,2289000,2093136.5097196146
1921,1599000,2368035.5267064157
831,1290000,1066332.2411373078
17455,1490000,1727463.1591909395
25049,1399999,1917067.1704437335
24538,799999,1212707.0441907728
4101,13699000,10520236.271773646
27237,1900000,2083042.2722208113
16419,95000,338729.025675605
11690,12990000,10387142.931757918
14324,1930000,1618044.347672435
295,495000,400633.312104813
18034,2500000,1927692.2600923404
2054,2199000,1533064.7028641775
13003,1449990,1144067.9457154733
13407,590000,336221.426263836
15922,2590000,2377451.6880594017
16511,7879000,4610246.07266443
23701,9990000,10393092.17936764
10366,1290000,1505274.39388216
27429,1990000,1949874.2761447402
6391,165000,1082420.9443839188
3527,199000,315656.08288595773
19066,1100000,1403778.3485940313
24305,1548000,1974560.0595224164
22635,530000,428397.4929296378
17192,100000,389679.6127220915
21776,1590000,1388883.5857684116
23764,2499000,2344020.2328982973
23834,399000,1128019.1117458756
14184,2990000,2753115.581239881
11719,2790000,2221364.9777905233
21617,4999000,3566048.798598779
9288,8699000,8513074.571681669
22669,1999000,1804641.885041789
4843,2199000,2089565.695978743
2228,2799000,2647223.8396673244
7255,5099000,6186140.170011634
16798,17785000,16719994.802029869
27233,11790000,9481141.451854577
14774,199000,315656.08288595773
9591,399000,338729.025675605
26886,4150000,3603362.90716058
9895,2890000,2430757.908119826
14007,2190000,1702791.589773771
12724,1069999,765415.5134487394
20178,399999,347732.9199527915
8719,2090000,2127348.3815802177
7306,599000,412261.2111845071
19952,125000,362725.102163112
8196,150000,315656.08288595773
16743,2049000,2447018.7673145733
22398,2800000,2392769.836807934
20119,179999,363803.88074032083
25503,1695000,1734380.7600431463
11371,7680000,8732224.672301833
4969,9995000,10393405.540463248
4577,4995000,5650747.153932124
16512,80000,318600.4798090243
28521,5380000,5803318.982185588
10676,2499999,3602778.727403861
10844,4549000,4418179.056418099
27342,130000,353881.1347551724
27070,2199999,2160566.224137718
681,2490000,2408924.1657296475
6872,9830000,8604092.158594856
10813,1590000,1608440.3798944028
1449,10900000,9618331.211399024
16678,2290000,2732440.485385687
6829,1579000,1297185.0820078128
5393,8490000,8083868.971749002
15051,550000,597514.0413938005
8771,150000,334472.3140746446
8357,950000,1137196.0408008934
27796,2150000,2277591.648514012
22381,2290000,2326443.297419804
2615,5942046,6140026.191748391
13814,2990000,3350047.7330481154
14585,3099000,2438682.555983791
7074,12000000,11570945.27941647
3967,2180000,1138819.980981495
21496,1790000,1424109.3196236773
6087,2490000,2630296.1826649727
16252,9150000,8511351.699817663
10387,1599000,1727388.4775490572
2706,1999000,2026626.8417517974
3702,7999999,6330053.457306777
828,1900000,2014755.2198619999
19332,145000,353881.1347551724
13881,1690000,1359846.7003307042
16105,2149000,2047517.5627397709
23519,1690000,1172923.6872493436
20945,195000,597514.0413938005
19192,9490000,9975923.678276034
17071,2180000,1708421.662726811
9101,8190000,9057496.489610732
9949,2550000,1815687.4662786
17199,2899000,2590624.725333262
17857,979000,1499573.2191856701
6836,8490000,8515001.556498349
18284,2790000,2186746.585619764
12116,178000,351202.1141922063
16907,11990000,9159864.945017172
15446,4990000,3994749.0407169973
3280,8190000,6389466.119174713
25882,1699000,4512375.5664219195
8128,800000,616292.2522424741
16861,7499999,6827446.913207101
14461,2190000,2497265.815425132
19953,1290000,1075568.44368166
27734,2240000,2382889.676212561
1276,1580000,1344001.6696480578
18417,5150000,5510581.409826676
328,2760000,2765594.342613614
1677,1490000,1560168.4202386804
28462,599000,946111.4892086524
27836,8999000,10274459.63478158
22660,2199000,2123996.968668798
11209,1949000,1850914.7206509092
1656,2290000,2356161.536035671
17168,1450000,1678564.7219682946
18214,369000,348559.557851839
2491,8990000,9399878.885884987
15656,1598000,1185487.6861990872
19072,2590000,2599052.9481640738
22170,2150000,1996457.6217576745
6599,2699000,1904756.5418176374
23146,799999,372933.17686324
11652,195000,636256.4439951438
25535,190000,1069077.4054276538
8088,1590000,1475485.3267668574
14578,2800000,3342886.065676027
25742,2540000,2524940.98928123
5523,6090,2761990.0065255687
15185,8679000,6869849.285304373
1441,7999000,9177972.39193434
10535,380000,602411.6388710609
10481,2490000,2514435.5471601454
26750,8690000,9778321.662247704
19731,599000,649493.7187349763
5696,1590000,1500715.625538438
25956,1690000,1524928.0995135412
26212,1498000,1432566.0557118007
5958,2979000,1968527.9452773638
18906,899000,1011552.6018362108
24998,580000,584779.148167915
14220,2798000,2248477.442660289
15016,8790000,8596897.25486464
1040,2000050,2310468.2782782735
16301,8199000,8731305.943022104
3202,1990000,2060695.6363301438
20786,599000,664845.715838961
7165,1440000,1272131.0504138796
7748,1400000,1578022.9224414718
19366,150000,1506241.973134749
15839,10990000,11670674.345555933
14876,1488000,1872100.56672635
4428,9600000,8801663.094340997
27795,210000,356137.3341650731
9688,1975000,2359347.141970394
9727,2599000,2356322.716002283
1834,199000,376490.4961162394
7006,1290000,841556.1013335867
11218,1250000,1571860.7270806022
6682,599000,1219336.485656718
21754,150000,315656.08288595773
17598,1290000,1183070.8760622763
14073,4999999,4008303.827444271
521,9500000,9060419.907018645
25537,599000,1138757.8283207535
4893,799000,414442.10320786946
26187,2599000,2801010.17201229
15452,595000,2055410.693866515
27534,1987777,1992190.0042430847
8615,2299000,2056321.040244892
23958,1490000,2311446.301339148
23675,6984000,7356109.367852401
22948,530000,415252.6744297734
7551,2199000,2385676.469034265
25380,2490000,2312448.5977828107
26917,200000,315656.08288595773
1541,2199000,8370101.346185948
21242,1950000,2141071.3557292083
3262,2099000,1547801.3287357066
7316,2190000,1736329.6096522382
1529,749000,802867.6708954705
22701,11590000,9733914.548508873
17314,1990000,2078368.1136823953
24609,2799000,2303145.843976459
15021,2550000,2430808.187745042
21099,1899000,1721024.1671322794
6864,399900,348694.3122667846
2659,8500000,5995600.999413769
18777,199000,315656.08288595773
15165,1597777,617593.4806137941
18491,1999990,2451332.0896791457
16442,1900000,2146024.5090286126
27815,199000,371243.98619324336
8350,5190000,6711169.022938967
11155,1999999,2436964.827515023
11020,390000,336221.426263836
11648,1970000,2410626.669174789
17793,3999999,3094533.0615319065
2719,1950000,1138757.8283207535
5139,100000,220389.5934417158
23529,2549000,2153758.499123145
1089,1450000,1716770.0915504813
23656,2499000,2330645.7449934985
11311,9699000,10044529.273954729
20632,599000,841421.1312347908
4643,4999000,5531864.456181304
26749,1949990,1783879.8603232289
17311,2950000,2442990.385858597
4047,2800000,2006428.8816232714
20617,598000,431565.51590075734
26257,2990000,2699011.286132316
4298,7799000,8898094.769285794
10708,13296000,10627872.720707001
5054,1899990,1885732.8490328079
21477,6010000,5555509.873977423
23794,2990000,2761803.215665947
4150,9407800,8658604.359201707
20005,5190000,6996408.40183511
11867,2490000,2340152.6384179234
11165,8690000,8407340.576601325
17699,1399000,667819.747765822
26313,1290000,1481576.5496655258
11422,13600000,14825688.567268016
27096,150000,218645.97582415614
18001,2590000,2349792.3054526593
21005,1099000,1164262.672378263
20955,99000,315656.08288595773
28137,2249000,2719484.360610709
16224,125000,347732.9199527915
8686,320000,427308.80429979693
10739,4000000,5249433.31564644
25299,360000,410199.3281813218
20267,549000,604989.9988347691
26821,8660000,8839875.407282867
10284,99000,331905.46786557906
25243,2990000,2332686.4966104035
25028,1599000,1728432.127036384
92,149000,568394.1123275752
19857,1999000,1551243.7723102146
5213,1590000,1579812.1127517174
7245,2599000,2442787.166371019
16286,599000,605766.1142684766
15171,1590000,2095026.849064051
660,2490000,2434297.3720492837
24753,2077777,1855557.8732242817
27585,5890000,2965000.6255221
15870,110000,360642.3407229381
13570,185000,587671.3751299655
18500,1500000,1745703.8701451314
4598,100000,315656.08288595773
17164,530000,596771.1219433956
701,50000,315656.08288595773
24531,1590000,1227210.8693078803
15379,2990000,2804858.736890963
8510,2290000,1963000.2621052281
28389,2222222,2510775.2995792045
5865,1490000,1624817.1590558547
15904,140000,845947.8367425214
16964,1549000,1809967.0429809531
1504,1990000,1905292.6550453494
24908,399000,590599.5151349456
27745,1990000,2438771.3398038745
27789,4999999,5667904.633926985
9372,1100000,1142303.0187062358
1920,9999990,9020416.396613706
27753,220000,388381.13243124227
26184,2790000,3220781.7300848863
24451,9790000,10036734.619108763
26955,10499000,10585683.074719664
16164,150000,315656.08288595773
16639,10530000,8880508.466558669
1036,2050000,2325299.191610356
13860,2000050,1803386.0320764869
16795,17140000,16955810.841607075
5596,5199000,5246836.447192956
25239,2150000,2220920.8209189526
14782,5099000,4532467.431054079
9116,4049000,4764170.288951968
22767,5122000,5128957.905881195
24905,950000,899944.6882629554
12863,199000,315656.08288595773
9385,9490000,10732745.253297202
28532,5090000,3478823.8470984646
13320,1500000,1322761.761156035
53,2599000,3113908.6129179993
6482,199000,585077.9692742544
1084,10750000,10578534.792209007
27288,7829000,6921840.038993684
8387,9199000,8766528.505062202
13508,1250000,1288546.846855882
18991,1898000,1842407.6031595326
18255,1500000,1183640.1375089015
7024,12266800,9936857.389259223
8115,549000,967859.2970140795
26079,10490000,6671914.948085464
3069,11378800,10069630.361097148
17425,130000,351202.1141922063
13028,1900000,2081439.7198221423
11817,2000000,2039936.5087540406
17111,590000,353881.1347551724
460,999999,869248.381076761
17335,9990000,9848999.178822136
20228,3790000,2670156.500101266
27780,5089000,6591844.828953645
5461,7999000,4329932.293771279
20378,1377000,1075576.8509224015
27314,190000,318513.424604368
22040,2990000,2219760.6232745475
25392,2900000,3264502.406495377
4689,2090000,1830054.0714350746
26532,2799000,2535039.247380337
19389,1990000,2106535.443974102
15928,1290000,2017875.9290069314
4334,65000,315656.08288595773
26997,5290000,5064076.575267023
13634,7850000,5123293.66366535
8718,5100000,5268516.019197494
5808,10699990,9108435.964856574
22940,2748000,2382543.231635534
5887,1999000,1846945.3937132806
17466,105000,353881.1347551724
2931,1390000,1493040.43697672
23476,1999000,1957389.0715622937
7196,2790000,2186850.8766582427
5045,11400000,9066793.823129563
24582,1549000,1898252.0552514459
22888,1170000,1854140.9939389816
6953,1990000,1771157.0909065087
13154,8499000,9191915.978836713
19843,1785000,1513389.8112913757
5508,2790000,2199240.368454225
1913,10999000,9792616.966762181
8428,2198000,1721218.367576229
27829,1970000,2014928.3298129886
4141,949999,1128019.1117458756
6640,1899000,2274619.1322860317
654,129900,568394.1123275752
3813,11260000,14119227.692337612
24709,13615600,12302363.026527036
8057,1265000,1375952.0600552636
19449,1590000,1916032.6916630105
20157,5180000,5187479.678408984
14552,2590000,2019437.1517020836
8267,1849999,2437072.763096088
21381,950000,1526810.5015946396
13215,119999,348559.557851839
21984,1999000,1611244.3519272653
21786,1590000,1508723.2798731872
8938,9990000,10170992.663434684
6412,16900000,12691608.05141729
28085,1900000,3313017.887374485
2263,1399000,1247973.7161515644
28435,6912400,8380490.658542045
6150,1999000,3064644.700136887
7005,70000,3541032.4721355406
17268,599000,460340.7070915327
180,1480000,1369890.868539889
13273,2199000,2623984.0385569725
20763,1590000,1679490.6013530693
27271,9100000,10009030.099096071
6555,15200000,10735337.784426598
20788,3400000,3338359.8290873663
7630,8799000,9967873.844300648
1948,950000,585077.9692742544
16268,6099000,6875860.144266131
14440,99000,427308.80429979693
3775,1399900,874512.4124319957
20631,1099000,1206209.9304877308
16628,2999900,2732132.5097186514
17564,2390000,1609038.3747049335
16213,500000,1829049.4772905593
7938,2739000,2079967.9875322296
22852,11990000,12236360.24910822
27474,10590000,9936698.660202611
2312,11500000,11432616.683581252
18535,1999000,1855557.8732242817
12484,15090000,11953226.109135801
24108,7825000,8853210.770850213
4424,9490000,8814840.258604188
28065,11490000,10931207.969295295
17297,1075000,722372.6813032557
5915,4990000,3488191.007062955
22249,565000,365865.2420003084
4551,2739000,2058596.4163291953
23738,1485000,1395913.03722584
17733,9490000,10029207.897780074
13187,100000,379482.2385242322
1596,1490000,1736654.9998653452
9071,1590000,2480001.8247640636
1232,2785000,2567441.9424635
3616,2250000,2196335.8397083185
28384,7899000,9019538.411743604
8565,2299000,2398042.77816072
2440,11190000,9954375.020175068
12120,50000,315656.08288595773
23011,1950000,2081303.0911353857
21454,130000,1068258.5324636616
5219,1479000,1457981.4873514087
16404,2350000,1921298.1793492273
9842,1479000,1922185.5972501535
26705,2899000,4402433.536042368
15109,1899000,1849184.282356873
7240,1489000,1034637.6903299126
18393,1149000,641397.9359515008
9668,1599000,1405895.1372668378
1689,2490000,2326229.9578330177
18223,4100000,3051362.553117248
12506,119000,767411.1176482432
12495,199000,378041.1896835148
19129,200000,382479.56838448497
14012,1295000,1869327.7867856198
8729,0,315656.08288595773
20063,6483000,6703229.2629301
13546,1949000,2228305.939900792
6585,4999000,5892235.8956787605
21721,165000,602141.9996059859
12720,1449000,2410200.8201388875
21485,5161000,4999000.358296409
11701,8000000,6565238.552674444
5511,2790000,2219269.9264811277
20939,220000,353881.1347551724
11494,8990000,9044652.948887562
3850,1999000,2022540.7674020615
8744,199999,315656.08288595773
8663,5190000,4754532.225097717
12595,2590000,2435272.3578263074
2034,1449000,1351706.3728923306
17349,130000,315656.08288595773
8998,11220000,9964219.261384357
5876,1499000,1781533.7959323647
14743,1999000,2210818.5208523334
137,950000,576196.7966323125
15371,2590000,2429331.6083176667
23720,550000,1072441.0933324557
25002,800000,1142918.940256397
4533,5200000,5746909.010848568
19348,109000,315656.08288595773
11542,1250000,1454121.5910115712
15969,11395686,10341915.640372833
27270,9690000,9053140.747866195
18476,350000,315656.08288595773
26117,529000,1142475.5141117598
7283,1990000,2683215.6492074607
16172,399000,315656.08288595773
26608,1490000,2088007.7642012604
27431,11990000,9135369.995715698
22665,1690000,1396997.6446036594
13116,1690000,1611373.4864361833
25942,2799999,1818631.2286119545
10445,699000,1022129.6116061251
15879,4990000,4287837.26319636
12192,1650000,1731327.6772664054
13447,2290000,1355485.8747784658
2755,0,7015940.620852039
15325,1690000,1703564.6983352948
13748,6490000,8473141.823597176
7416,75000,430166.14601820713
3004,11172785,9867140.70845164
20689,1690000,1550398.5217892989
23934,149000,600195.0289940718
23639,2090000,2341446.917329311
17847,2249999,1667838.8628913988
12404,1470000,1674571.909413136
12433,1449000,1372795.161715456
694,599000,392786.9474180607
3987,1290000,1298167.662935809
104,11900000,9009239.955887938
5387,9290000,9454608.379496278
6473,6590000,7686303.994083007
11728,380000,364975.33736297954
8781,2090000,1842407.6031595326
23758,398000,355570.3254251691
18260,200000,315656.08288595773
2243,1100000,1677604.1054141342
1788,8550000,8532030.813659167
20494,4290000,3402586.069426536
3582,1999000,1745076.7472061308
7358,2890000,3674037.5038004676
27369,200000,333107.38097027683
19730,24900000,24093658.84458856
24497,1250000,1787335.3910918979
17327,1990000,1463284.0818219748
24044,1999000,1592803.843742325
7200,14790000,11770479.888351696
4301,8699000,8445406.378251718
26210,399000,595728.4914587209
377,1899000,2300005.740933889
14602,3590000,3047171.1833770103
18965,1899000,2310355.4178024223
8582,2180000,2197036.3707138407
16892,1590000,1961098.0195910847
10088,2490000,2211858.9200273817
18496,949000,1138757.8283207535
17795,2790000,2336659.414789675
17509,1599000,1935494.9864795282
25001,1690000,1722236.0629542046
9060,1590000,1703257.5323331964
15248,1549000,1401296.5536071484
10460,1690000,1551364.1598768719
1370,1699000,1796974.1245752883
21164,140000,315656.08288595773
21142,2299000,2206120.153703055
15158,2799000,2809731.8068527137
12960,599000,584779.148167915
20612,1469000,1259319.0796880764
16416,1950000,2295989.110943611
12078,6390000,9859006.752706727
25346,529000,754292.9465951785
25798,170000,392012.9657588561
18837,6799000,6913508.710047712
21011,199000,388381.13243124227
4841,1350000,1719885.589779664
372,530000,351202.1141922063
3793,1990000,2016464.8504977652
14524,12900000,10653811.72673163
18660,2599000,2496853.864175464
1802,2899000,3631997.308839849
20914,370000,461026.0145993118
15776,6080000,6248801.253289742
22658,2590000,2790843.3852756047
4025,1990000,2119765.287498981
12092,1590000,1582349.088637402
2544,9999000,10226111.997988975
24564,9490000,10422353.202484729
3423,377000,415118.5529029173
26089,1250000,1372666.6085083177
23988,150000,315656.08288595773
3991,8690000,6960298.467742233
12830,1999000,1563930.8908659972
19575,2600000,2540277.87370824
11082,2550000,2402725.133394622
18359,150000,833887.3927012435
9809,10990000,11290552.127670962
2768,1899000,1402413.4551501058
21862,2750000,2539518.4071011757
18177,970000,631318.4395105888
20903,1799000,1789912.5696098632
19970,195000,556527.919838438
25311,950000,1187642.9450717955
4806,1350000,1890091.5640898636
16471,1598000,2015959.5841651172
24456,6790000,6911096.05642156
17412,1990000,2131336.9834390064
1922,2490000,2150121.853287733
3633,4190000,4667488.306398171
6508,5249000,2949003.383442914
3552,2599000,2333349.4078993234
6010,140000,395871.530101673
9642,1999000,1902816.1837957643
1236,2790000,2908913.324528821
6195,200000,315656.08288595773
25385,950000,1222463.9604516225
14381,1990000,2109134.1650122283
27645,199000,315656.08288595773
15639,9200000,9293294.414458932
14488,2500000,2007018.0956957715
24347,1530000,1234629.999609783
2986,1680000,2202496.3722854084
7534,9990000,8579714.774553528
12622,1998000,2315714.076070624
5914,949900,1484946.4390746574
12194,1250000,1301991.019622169
27486,7900000,4530963.498121637
7776,1990000,1708892.0417026842
10240,2149000,2370898.149129705
26985,10495000,19565281.068080004
8142,2190000,2219572.0070108296
27329,2090000,2005664.922178251
4413,12799000,9906657.304182857
883,8800000,9197268.23729641
16692,549000,315656.08288595773
22325,550000,595728.4914587209
16870,6690000,6109181.551396575
18570,2599000,2433940.6525968313
6939,5199000,3996125.324224531
7877,2890000,2600713.8607228952
22222,8199000,9505482.904456198
24888,2850000,3343030.4603894223
13119,2550000,2144946.8030988085
19835,2899000,2112918.967659945
1501,2240000,2024918.8253914593
15458,1400000,1130289.8458046378
4110,1399000,1191193.4207953676
954,1599000,2297318.874864311
14593,2490000,1959877.4203519046
27866,10598700,6270729.226048548
18795,150000,315656.08288595773
7193,2899000,2112644.485119133
16123,70000,556527.919838438
11803,10990000,11917119.27798195
21247,199000,338729.025675605
24844,1690000,1496773.9713204321
28044,199999,739938.18550788
5117,85000,315656.08288595773
28301,1990000,3247914.244519067
17902,2000000,1989958.2477327317
13236,1550000,2102635.8518394604
21320,800000,351202.1141922063
1740,4999000,5509528.634771736
19408,5299000,5224735.984473137
6797,2599000,2721423.680989471
25321,380000,578365.6400206498
215,9990000,5159865.911499454
2385,2250000,2609525.158066286
26065,2290000,2962285.186156611
18474,189000,321222.6444669381
245,800000,999651.1762848706
15041,555555,399417.7447347965
6184,6899999,7423611.436712801
22579,5199000,4343962.027463795
350,70000,220612.68736327885
10500,949999,1499573.2191856701
18434,2290000,2313110.3144037393
7424,2899999,2378993.376425303
145,10599000,8586669.513606576
20466,1999000,2742440.808229659
9674,2199000,2010447.2470897853
19648,599000,792421.5247758906
6543,2490000,2286278.43073374
26686,2879000,2119564.221893659
9158,17380000,16479633.836760294
22391,1999000,2009729.7871019011
10477,2790000,2573816.1976056034
10099,2990000,2516988.7705013487
23499,1999000,1083731.5264121003
11849,2290000,2072961.1561917579
6812,2189000,2713198.4993908335
11611,1100000,1364694.8383352489
27013,550000,1290489.7763411659
17446,180000,1997760.8557764916
5350,2795000,2465718.950589015
16829,2599999,2502497.413535968
12586,3988000,3608493.246218619
2333,799000,762148.5023610615
19616,1450000,1720556.5243120186
24433,2480000,2762810.348899896
19951,350000,315656.08288595773
11416,1540000,1539907.3436023192
24626,2099000,2745776.7850080417
10425,1599999,1201711.3707575635
16462,9000000,8497023.8509545
28445,1899999,1870022.2056394778
2307,3999000,2711455.1633264995
26515,1290000,2028882.3314790835
5493,2899000,2665599.336116256
17783,99000,334472.3140746446
26808,2190000,2403867.278148141
22992,950000,1923018.0015652932
711,4999000,5156385.091802982
21336,1799999,2403580.977008545
24824,360000,315656.08288595773
15358,949000,733963.1973691179
1709,800000,911430.654969137
28132,79000,333107.38097027683
25276,900000,1444114.7600676904
24855,949999,1128607.148013633
23068,950000,1692951.8509777805
23156,9750000,7287727.712065592
21793,1990000,2314677.2446879456
21858,10200000,7643760.580942343
1658,1999999,2337021.4337580265
3493,3450000,2261715.481578802
11098,1499999,1389374.306000836
