,True Ad Prices,Predicted Ad Prices
15222,549999,428786.1332868963
21049,2249000,2716610.2554865126
14502,2390000,2240930.747463901
9052,5650000,4835579.011784543
17531,2290000,5834283.573046565
20123,2550000,4527875.342393524
10392,1250000,2210185.776848579
27221,2000000,2385220.5019152034
13749,3749000,4539809.629250212
16261,6299000,6752321.504862536
5358,1295000,1538773.90726052
8787,1599000,1773264.9651589387
3734,999000,1364694.8383352489
28014,10290000,10097613.732390517
25744,1470000,1801938.1459028958
14594,199999,363803.88074032083
15148,1599000,1931367.8042712847
26513,120000,584779.148167915
12137,2199000,1767482.992453141
23743,1250000,2406295.6531832153
5631,10092112,9094271.290570822
26949,1990000,1877329.3225337907
14631,2249000,2366195.206958832
16229,5333333,5562047.068741034
20783,3199000,2893009.1494969013
9167,8290000,7733362.986477673
475,1589000,1642177.182754914
8036,799999,1027338.8274825593
2396,1415000,1789051.4574126678
13762,2290000,2302046.7163290954
7078,75000,363803.88074032083
26578,399000,1391776.7009189366
11016,1689000,1691733.6381446316
7069,11900000,10251630.355440473
15327,1500000,1509452.143234863
7209,1590000,1561599.1417412818
24849,590000,818746.4859388612
11517,4180000,2428907.1764243944
9855,1999000,2141856.2693685456
22393,1500000,1360414.1267011117
9252,6999990,10345725.298701596
77,2050000,2218904.3578548967
19968,995000,964308.20107418
21297,535000,754432.4360650211
5112,599000,421174.6128888025
24057,1599999,1529932.1308804962
1555,1990000,2359321.6729386817
6507,2490000,2430700.9201126746
16352,1450000,2083530.0648629202
27809,11890000,11375658.494628932
24732,1470000,1437174.631758604
12590,550000,1156227.6546860856
24025,1290000,1516601.3631490155
10757,2789000,2827315.4626455414
25687,1997000,1923364.9924979007
9569,1450000,1590475.7918127486
6975,6330000,5976615.622664249
2094,1498000,2383458.5930410624
21486,5249000,4999000.358296409
1720,12490000,11907792.109343357
15119,130000,315656.08288595773
15825,6349000,6683913.701202371
229,8790000,9550127.33408349
26978,179000,1122493.271072031
23609,2299000,2110546.3797437823
1070,9590000,8926683.41806303
25990,1288000,1329307.9081520573
4915,1598000,2360148.92174901
14074,1150000,441265.420326104
18797,150000,362725.102163112
10490,1950000,2536858.448372064
16587,2799000,2688799.9297785917
2725,7090000,8595571.055055339
4372,10400000,14240770.566493036
12347,145000,315656.08288595773
816,2099000,2300881.3786163917
17573,2499000,2393732.1874301485
5460,4999000,4623110.875582382
5838,1490000,765040.7293231118
15200,720000,426481.9231439707
9301,150000,398550.55066463904
21182,1999000,2268740.3274531118
7022,11280000,10069630.361097148
10015,10730000,9482362.330648482
6426,109000,315656.08288595773
28496,4999900,4670290.341945001
12393,199999,315656.08288595773
28083,195000,338729.025675605
21565,10890000,8110708.358433922
28095,100000,426217.8272108141
755,2499000,4613779.342453604
26635,9990000,10297773.847422648
7578,2790000,2370745.016575807
10673,1989000,2222455.0716633014
22458,6400000,6955833.727808144
12055,5290000,5345397.652385265
13208,2499000,2431270.928982594
18483,6999000,8620317.847492136
5476,2390000,2249738.8885888155
17739,1100000,1499424.8385622331
19402,5299000,5258267.863928726
21679,5290000,4077282.4640937718
26892,200000,1073703.6512527384
3722,4998000,6272240.519775091
19897,1998000,2226008.8951747133
3476,139000,315656.08288595773
12713,560000,353881.1347551724
17822,850000,1308116.4196768627
2372,1450000,1421461.0573700254
4422,9990000,9540476.682341557
10341,5090000,7646987.85093316
24449,950000,2368289.7232609172
23751,199990,315656.08288595773
10639,290000,315656.08288595773
10219,2899000,2670216.767673148
11326,1599999,1501377.4056500595
18335,2790000,2534188.5754792322
19504,1690000,1672943.264159191
15623,2550000,2167261.952843023
20480,379000,596562.8583607125
28037,1990000,1878989.239936296
11545,9900000,9340919.20282198
200,4500000,5416002.133142529
18824,3200000,2745397.8816970126
15679,1599000,1838549.0327379627
25387,380000,351202.1141922063
19865,7990000,8009234.086462935
14443,85000,427308.80429979693
10894,1990000,2656069.2928815316
13659,10990000,10172543.728259336
5817,2480000,2459543.6694212225
22525,2950000,2642856.6895189574
19579,3195000,2411794.3342094286
23754,1999999,2370433.292702441
5018,2190000,2212774.7963639814
26624,2298000,2080147.9366211896
25361,1250000,1507310.8410993551
16228,100000,318600.4798090243
11574,11490000,10671135.375525365
16878,6690000,5252245.682505445
5424,2180000,2018264.215292615
18691,18970970,16938732.49125266
7621,799000,704803.3447079618
2767,2097000,1715298.6754170794
11692,13500000,10318690.355434654
24345,4150000,3724349.638085887
20906,1499000,1654410.1611222022
2207,170000,315656.08288595773
5531,2480000,2472593.6375633846
3089,13990000,10978648.963089854
15676,9409000,8655133.225413341
447,1550000,1547450.1193799463
22173,2500000,2127150.9780725595
3661,7999000,8910732.003533518
5352,2690000,2220469.814619421
390,1599000,1659505.3014236721
22550,2590000,2354219.5767246517
7541,2090000,2004725.4990108057
1043,2050000,2254867.469417458
3767,8790000,9289114.124037081
8502,199000,426217.8272108141
18591,2800000,2590464.5841670544
24318,1999000,2253462.3488092218
13461,1290000,1558108.7377953744
15150,8500000,5726343.971323788
14297,4999000,5286115.74915
3036,8990000,8821099.345641484
23945,720000,459000.55333180004
723,100000,362725.102163112
18892,9859000,9065862.155481882
4719,3199000,2571308.411412205
11887,5990000,6124658.960227392
16426,10880000,9030630.902787352
13903,1590000,1619606.315427623
17195,80000,338729.025675605
8440,1549000,1555615.4735414002
26040,800000,1134979.8249304078
26415,1579000,2185984.981778887
13974,379000,346338.1683318207
18514,4800000,5176775.9645386385
15030,5150000,4636079.44043132
27064,540000,371186.8189036418
26924,550000,452855.0696479365
15444,149000,315656.08288595773
8491,2099000,2122881.3487450187
21599,5990000,5710197.537040626
24004,190000,629118.6890704336
8780,1499999,1848153.0280047446
8693,10990000,11288418.098635973
7374,199000,447320.81329203217
20232,9699000,10031127.481329648
19319,990000,1124396.4250931188
4745,2199000,1917298.5155020833
14901,1150000,1219336.485656718
17896,4999000,4125899.8750306424
15908,2990000,3078256.411667098
13212,139999,348559.557851839
7197,2990000,2318339.839601362
22614,595000,412261.2111845071
9936,1500000,1108782.6478416522
10797,360000,355267.8571260015
494,1599000,2147146.884025439
4523,800000,884338.3840300143
12594,2250000,2451861.589168252
2261,2049000,2184489.65524592
14144,790000,353881.1347551724
13638,2590000,2726166.4944373723
21369,50000,412261.2111845071
23535,2230000,2226725.718888437
21932,9690000,9558068.794241931
7722,2985000,2471228.581182848
6994,3990000,4381850.269090143
18845,8500000,9703397.401487185
5973,2899000,2574259.932470603
4617,1690000,1613236.8446461705
154,4999000,4961150.808591067
22407,540000,810323.8807434674
26438,1430000,951140.3880807369
5888,1899000,1832633.5188684661
21021,2600000,2182836.3045195495
15830,5999000,6683913.701202371
12317,10700000,10475445.461822296
2715,1500000,1183051.906665777
16043,350000,602141.9996059859
16396,1250000,928302.8494570091
8184,1490000,1706264.905590355
18071,1470000,1098176.0174743447
27984,9250000,10566786.629536264
27110,590000,653871.2743548705
11060,195000,930813.5360453917
23209,7990000,4846062.591817049
25169,570000,430363.8914286504
484,699000,931814.8939277343
20944,1598000,1541390.532155634
16858,259980,315656.08288595773
20384,6303000,5336549.166569471
15998,1430000,654152.2545386465
5522,819000,2108983.051379562
11877,1690000,2041044.8649373797
24787,2549000,1719861.249041408
13256,1899000,1898318.644616549
21147,2180000,2694005.919640622
875,11299000,9978017.709908634
22851,950000,1129324.6770157644
19703,360000,315656.08288595773
10368,1500000,1124662.295724152
16605,599000,1097179.7858014714
4248,80000,315656.08288595773
18826,2590000,2526019.053319719
5765,9500000,9119048.846272843
24357,950000,1142918.940256397
12314,380000,375148.9627214643
6049,90000,607957.6494914894
12065,1990000,1723553.737033341
19497,4390000,6470658.30795478
11297,2150000,2262433.9636792894
18819,3599000,2527715.813032544
24722,2198000,2015959.5841651172
13302,2778000,2557284.2317798785
7095,8999999,9215659.066155452
21962,2589000,2255682.315061574
26697,2590000,2440511.487823552
22575,1698000,2323309.2648568973
12468,950000,944571.9143544075
27825,2090000,2505109.7566600665
20624,2790000,2386137.219993572
4077,1490000,1618929.210055612
18737,1999999,2033901.5244123158
7043,2499000,2469303.52244
1436,8490000,8381346.535216811
21214,529000,623693.2794792975
4534,8899000,9260170.004723253
16774,799000,584779.148167915
581,2750000,1606175.4786942822
1391,8300000,8633113.514287738
19196,8490000,8040356.669658989
18805,575000,353279.9924466629
10157,1490000,2008172.7400334827
20528,1450000,1355485.8747784658
5052,1529000,1537040.3194840297
18416,6990000,7701440.104273233
239,580000,412261.2111845071
14264,720000,1055585.4761040534
22711,2499000,2528223.2794756363
24426,2099999,2517885.7272649608
12607,590000,443035.0229430634
8557,11200000,10255147.095392557
19561,599000,1145586.5780541538
15811,899000,1017041.8469256742
9802,390000,315656.08288595773
21319,100000,259575.89212715116
16789,18990000,16946947.815500807
24018,1549000,1798432.8679927948
25628,980000,1093470.7167797824
27598,6900000,7492675.047994944
27495,4999000,4938168.196389455
28437,13690000,12616061.996586284
14362,4100000,2585986.9018297214
11471,9990000,10648375.172645746
17748,1990000,2500363.070061544
19035,2799900,2345212.2345751957
14834,125000,353881.1347551724
27180,2100000,2654789.6613061856
10608,11490000,10985361.378515841
23187,1999999,2048235.1125261646
3809,14900000,14221350.818442078
14923,2500000,1620492.9964499783
987,7620000,8056524.297767198
23987,1290000,1313640.1174665878
5386,9390000,9594156.05140203
24773,950000,1350967.213091762
25626,2090000,1973536.250343367
27728,5100000,6942737.894067855
7377,1440000,1172068.275140786
4376,6690000,6400380.500811604
28239,5180000,7729831.653675476
28341,49990000,23546673.66492601
11780,2989000,2541581.5326117757
5141,120000,315656.08288595773
6346,1599999,2125540.487025252
6728,4999999,1378214.8131271002
19122,145000,955193.6925204906
25776,110000,358580.5903759738
23255,2799000,2476865.7133544637
5918,2898000,2419570.062149823
17180,149900,315656.08288595773
1448,10790000,9490531.415644793
18338,2990000,2550630.9732079837
19233,599000,443833.7264021861
14521,2750000,2911863.733988617
645,9764990,9320511.138550762
24370,68000,338729.025675605
19022,2350000,4019777.5170428134
16015,125000,2044542.9255713183
13523,1549999,1516010.602995399
23468,1499000,1560088.004043888
17362,1100000,1132578.323353034
18122,2799000,2988086.622683386
16948,13600000,11770623.52221486
18262,189000,353881.1347551724
5113,1690000,2127285.590420821
6531,10500000,10130558.483189713
14173,549900,443035.0229430634
26639,2299000,2127335.6315813307
20667,8600000,9239142.58413732
22652,209000,687286.2964282146
19852,2790000,2520402.2293579574
661,1450000,2334328.0757311555
26558,5299000,4227630.778619848
18371,1490000,1751980.4804814877
15732,8790000,7975052.901627705
12692,550000,604531.1952892186
13813,10700000,9384336.324713442
8352,1470000,1238743.9121514196
2339,9290000,8914087.840771731
5852,188000,333107.38097027683
25808,1599000,2398455.6960336347
1259,8900000,8556211.042055463
25257,1590000,1277074.4056646978
12679,799999,908396.1080698528
13266,1290000,1418419.8063750698
24122,2800000,3093870.901208801
23989,2200000,2310999.353014326
10560,1448000,2014172.2147299193
7332,1599000,1849605.0914199972
611,1550000,1733832.6869088255
14061,175000,430076.0102762148
21487,5258000,4999000.358296409
26559,1599000,1777234.7853590415
24382,2599000,2450875.9607783686
1227,1440000,1107868.5359925916
17698,1250000,1053951.0824395113
10981,90000,315656.08288595773
27107,590000,1207194.761814873
1617,2290000,1793434.973470706
7066,10699000,11126513.46355256
8595,985000,1196943.4256116257
1609,2099000,1721377.112611469
17125,181000,732702.4532056067
19675,2500000,2121230.881062798
21179,1290000,1487118.5569430252
21534,6890000,6842631.022377397
4347,145000,315656.08288595773
22997,2490000,1996409.3496793658
5939,9899000,9725138.859518595
11185,2845000,2691440.363115197
17798,115000,315656.08288595773
17377,1100000,803159.9616774822
5229,2600000,2675723.9123779037
27223,1989000,2071357.5691364252
23484,1899000,1982978.3484513834
21548,950000,1220891.666250969
25495,950000,1138819.980981495
2459,3690000,4062517.4863655553
21716,1449000,1194472.6818208771
20566,1975000,1929829.174053282
6435,180000,235898.12349528185
24850,1695000,2005537.6193842888
13665,1190000,1075568.44368166
27522,2200000,2730764.029346341
25999,2100000,2125938.9291884056
4939,199000,636378.042022022
1392,8490000,8633113.514287738
28145,140000,318600.4798090243
300,8200000,8589473.419715663
23385,2990000,2103159.554665006
1402,590000,780045.3194872859
19136,1400000,2609528.122201754
9130,7790000,9189706.64765668
19011,599000,371485.6400099813
8197,160000,315656.08288595773
8460,2299000,2512256.374888737
27977,8100000,9339430.898882674
3596,119000,315656.08288595773
20441,55900000,42073872.569141194
21642,199999,362725.102163112
2186,1899000,1882764.5235543447
10019,9990000,9436306.775790606
24030,1450000,1471326.746144764
10687,1899000,1872251.7836381353
20894,999999,1193125.6210808451
2032,1590000,1560793.8877741625
2852,8990000,9754581.014459604
11076,2190000,1972282.3816713532
20619,635000,395871.530101673
1859,1500000,613925.7097987835
1484,1999999,1732733.550896122
2901,1990000,2470705.047535126
4944,1600000,2154521.6664500996
4928,9316398,8694897.370088367
16428,180000,315656.08288595773
23039,8500000,9326966.234433215
27155,1999000,2022359.535492134
25227,1599000,2561245.0378645863
358,2899000,3632580.4177259626
15378,2800000,2763172.4811531533
4680,0,2130975.1247721394
24762,1500000,1653499.6377296385
6120,370000,315656.08288595773
26195,2490000,2442598.130737006
21744,3650000,2679085.3352274834
15591,2790000,2500576.461303116
22868,1279000,1750019.5219355389
12458,1999999,2083179.7756801343
25516,1449000,1543751.1665511231
16157,2785000,3578446.930354247
6082,799000,494809.98067746026
9700,2799000,3137342.6742663174
10718,15690000,12831320.220631458
21701,6950000,10326132.2481545
25965,1590000,1918913.4702234583
21543,7899000,8382109.127214486
12821,2550000,2607958.442985316
27159,1899000,2047741.394579202
8694,10490000,11288418.098635973
2671,9999000,10415276.873104462
20212,6990000,5737732.311181951
19463,2150000,2138212.323988595
7789,199000,1487967.457976979
22488,10290000,9403747.252289211
25614,1480000,2365549.75028531
6745,549000,353881.1347551724
10359,4999000,7396842.707363466
13792,60000,318513.424604368
10545,949000,1375952.0600552636
22220,6946000,4801064.658919373
21230,2999821,2910133.1145737492
22629,7850000,6210312.763191009
2727,7000000,8595571.055055339
2430,1500000,1174689.2886330555
26451,2499000,2127938.459101781
17282,6999000,8235044.276456852
7309,1990000,1759242.2016212712
9048,2490000,2274805.6598941754
5960,1990000,1473563.425080189
18505,2290000,2065624.0365621257
5234,1450000,1205960.1254296773
8273,2090000,1631435.7217492347
25025,2800000,2435263.06543315
4888,3299000,2553830.917319459
24854,980000,1128607.148013633
15682,1399000,1794796.8822578797
2379,1250000,1800637.7520822526
18664,1690000,2081303.0911353857
25018,800000,852441.5377042107
3223,2990000,2097802.218894278
20829,355000,1186636.8094196434
23109,1240000,1311784.7894490995
4138,980000,1128019.1117458756
27850,589000,786735.087101131
17388,1489000,1716373.4669786138
22474,2899000,2646685.37523877
14623,580000,317790.55871625856
6589,8860000,8646187.453659303
23813,1289000,1049935.610550444
7904,5250000,4908883.839992927
15370,1350000,2257841.020089824
5361,1440000,1804093.071424175
10100,2990000,2523078.5800340855
12557,1250000,1411845.120543292
9759,8950000,9745119.55754538
17099,2050000,1774164.215121002
7068,13590000,11026881.508737419
11767,2799000,2483276.6738680857
5837,1469000,850111.5089776479
4011,9299000,8935750.768371494
10634,3999999,3639594.382131175
4850,2499000,2059309.9475486125
9503,16325000,13034675.513604123
27981,549000,1008565.8157116513
26414,2000000,2314638.0903539094
8360,13990000,12536922.515278844
3783,2549000,2231278.0170689467
18211,535000,348559.557851839
13938,949999,524924.0141503477
21160,1950000,2457170.5940126474
24482,1480000,1677595.992004884
6567,11990000,11460503.453301515
16374,90000,331905.46786557906
25095,280000,353881.1347551724
2677,4000000,4779278.8284148695
20987,1090000,1635994.8693496787
6933,4990000,2859285.9882440893
21185,90000,351202.1141922063
22548,950000,409878.09916569485
23456,599000,353881.1347551724
13967,1290000,1332189.8525464654
1424,2590000,1900048.9164479857
2412,970000,1046737.423141243
12165,16990000,13519815.298111437
10109,2790000,2444046.613116858
27581,89000,315656.08288595773
19043,199000,605766.1142684766
24945,379000,551141.9700229063
23463,2190000,2579863.469918825
25612,1550000,1159758.0323199728
23418,1990000,2081673.2854856732
3539,1250000,1500406.1836112677
20724,4250000,3091683.8079893785
23235,7990000,9647874.615330946
8407,699000,1179937.466780825
21787,2990000,2684869.77954511
8183,1899000,2243651.145982854
12732,1250000,614242.6192188103
11980,3290000,2520233.2242438244
2438,699000,607047.6686310618
7157,950000,1687043.7393487515
854,1390000,2025158.2193612116
26803,220000,578365.6400206498
8454,169000,618775.4580843603
2516,4300000,2830270.754618767
6252,5290000,5219980.056287075
26620,2600000,2385254.155834021
15180,7100000,7038729.849930973
8830,595000,1014186.2754283618
19674,2490000,2124941.197872514
16010,590000,598929.4008044029
6807,1999999,2711115.0111335614
14320,1689000,2040933.4551469684
1191,6999999,9065671.429808024
28316,2099000,2383043.607855992
1860,1999000,753975.0260944909
5668,2549000,2375458.361660763
28382,149000,371186.8189036418
15610,1799000,1911065.3267969126
17645,5490000,5013987.603942753
20252,1399999,1239380.1551221735
8016,1349000,1249729.4338337404
20727,1990000,2058725.067122352
26661,4190000,3781597.2157559087
10139,1500000,1096199.3694836618
23567,1500000,1421319.7177792091
3175,379000,644857.8570041173
22700,9900000,7682429.881075885
8046,565000,1138757.8283207535
5408,2990000,2593135.0634451658
22544,1450000,1204723.7523283612
9616,1899999,1748520.6141445467
10098,2599000,2362106.356919728
19362,1599000,2149850.430766746
5100,13749000,11439359.471968146
5881,1598000,1783033.8689744095
18174,150000,315656.08288595773
25593,950000,1122284.3185150176
13746,1999000,2699417.202177837
2304,5200000,4901170.593137955
13956,399000,380847.1716285999
6371,999000,1302393.1795636371
7838,1990000,2536266.9897345784
25434,565000,353881.1347551724
6609,1599000,1823225.3894354894
9703,150000,627498.9554188609
12510,1498000,1701381.724562175
21184,1250000,1538551.1780651622
1907,11100000,9914709.75522485
21470,159000,338729.025675605
12353,2749000,2736771.091818578
4091,9350000,8610795.948142912
5864,1990000,1701917.652909782
5564,1990000,1982698.1337172498
10911,7990000,9257180.434758486
14887,2910000,2477128.4549788455
3881,9580000,8684818.97498465
3308,399000,603187.7543047684
4846,2190000,2075446.702904843
22513,1449000,2144876.612548686
15423,2195000,2049336.552728335
25962,950000,874754.6459157466
27152,599000,1272889.9719238202
4761,2490000,2237359.28342901
8308,1999000,2010279.9018038106
24922,550000,365865.2420003084
23345,9899000,11041629.534669755
22374,1400000,982407.2880234288
26289,8995000,10187542.963561924
21812,5780000,5279112.962036685
2048,8499999,9334604.585382797
28489,6990000,8418987.42415763
3618,1450000,2283693.399588249
22236,1490000,1467104.5109660453
14223,1900000,1600383.9226099027
1455,7900000,7810964.924586695
2945,390000,353279.9924466629
14393,2899999,4193529.9413198405
8330,949999,1507894.9192893126
7410,1900000,1521567.156653179
13330,1990000,1501045.9657492412
3382,100000,212876.59529477239
21202,4290000,4804957.230440471
20986,2954000,2406918.995976926
10973,7150000,6366816.164580587
5630,7580985,8587098.126073647
6334,2299000,2478837.435256796
1262,9790000,9665589.393402904
18377,3549000,2969437.205825478
11487,2899000,2284105.6839179574
10049,159000,360642.3407229381
23849,2600000,1164733.27248923
6320,1250000,985840.8670964744
13909,2500000,1946967.249286546
7290,2490000,1812057.239558261
19194,6690000,7317257.81321679
12992,1599000,1310152.1027088538
11808,2890000,1854411.9420532198
5819,1990000,2047382.723948694
16608,2750000,2761516.4926892226
7254,5199000,2954086.2441674746
16365,1650000,1778732.5203008568
13653,13492378,11690818.634949561
12689,13950000,11000392.664323665
1091,1250000,1702406.3042732426
3920,150000,598929.4008044029
13244,1290000,1283707.7136190936
17289,2600000,2535066.901860252
1568,149900,860812.8889847962
22774,1570000,1802869.9102659966
22358,980000,1762785.6916432693
16655,8499000,6018532.265132307
21116,2150000,1802581.7248997756
26068,595000,1427729.1552074
14684,160000,1394253.5853353143
25717,1950000,1499247.55509447
4974,9950000,9453966.757869368
26307,8280000,9858837.353737695
15450,2499000,2151160.3030456463
15867,399000,272281.2268348187
3984,3699000,4092872.5952998986
3739,980000,1364880.0657494883
22674,1940000,1727388.4775490572
14062,210000,425044.86855059187
19364,670000,1488938.6121063621
10728,5070000,6029583.423617208
3123,720000,1279133.1148490694
6295,1690000,1945127.4364618508
11847,1590000,1773979.510369935
9425,1400000,1049466.0572002342
1621,1590000,1723650.4306082665
5311,5790000,4355180.708380951
8201,200000,315656.08288595773
3095,15750000,14245618.537567673
25141,1599999,2261650.267861779
4368,7800000,9910033.892254015
14001,1490000,1366444.914426756
19008,1530000,1606948.1314444288
10073,985000,1274050.4652686785
18593,1589000,1799122.211492959
5812,11490000,9568232.498050192
4621,11299000,11584444.18001919
10777,2290000,2202985.78223729
4644,1290000,5970073.032805476
16071,2890000,2903279.736329588
19054,75000,317345.27355595434
11892,2250000,2207340.031946802
18101,2298000,2310420.4448789926
26308,2499999,2265214.493467653
19363,20490000,21828049.23401583
17072,2140000,1651787.0465929604
993,7850000,8123691.076843327
13668,2299000,2261764.6333414735
23584,1280000,1152272.946720398
6410,0,19785314.183557473
12619,2949000,2305088.0738154845
10727,2290000,2091333.080897514
4064,2249000,2188830.3982759565
27904,10490000,10198755.488423858
19986,1300000,1143075.2102677526
26772,1949000,2484207.3159364494
20172,3790000,2772418.641830871
2539,2490000,2505713.463510042
1473,1999000,2215039.1504989476
5513,2990000,2230736.368488963
23411,369000,315656.08288595773
11017,1409000,1417691.9895940968
20395,2799000,2667624.251593759
4848,2299000,2080359.666187031
24343,1899000,1808659.0200097784
2098,2630000,2107790.498400344
16302,8199000,8731305.943022104
21675,1550000,1720814.9307833384
19430,449000,1085188.5403391963
10409,1910000,2518280.0227413457
2282,6900000,4229217.262844886
2394,1290000,1319253.615447617
27708,10267500,10111863.067720128
18192,250000,467504.5471450538
13883,2250000,1553145.4860005777
1779,7850000,8613355.538777865
28365,1990000,1462157.3144607954
13402,1598770,2088880.6658539309
27582,549999,943308.9392432956
1341,2190000,2131504.7799843224
12887,2000000,2210818.5208523334
1195,99000,315656.08288595773
23101,870000,1356056.2860893563
20976,1699000,1642903.5952158966
10994,1450000,1134872.284254991
26942,550000,544571.8758505586
17317,2079000,2494509.8191889017
9233,350000,315656.08288595773
27091,1980000,2022333.1750325258
18972,10590000,8725091.829860827
12142,2190000,2187914.319800658
19411,5099000,5253128.881274282
5335,2290000,2530176.359633753
19440,4149000,3439908.7522371914
1421,5200000,5015350.889936997
8380,11390000,11265883.485188056
19016,5090000,5235001.199782224
24465,2550000,2106436.9963134252
8345,1250000,1289222.4839699045
2390,2749999,2308580.645266667
9613,1490000,1881797.8470236147
7248,10200000,9940690.519474244
19924,120000,584779.148167915
12862,99000,315656.08288595773
13178,2499999,2431284.346676607
12014,2590000,2390757.1600378784
22418,1999990,2366149.548189693
26725,5250000,4450527.389593562
23094,5290000,4120255.3459158433
3735,1240000,1364880.0657494883
20318,1800000,1536029.25064051
18856,9015000,8595571.055055339
12400,11990000,12736694.142415317
21396,199000,315656.08288595773
24818,1530000,2230736.368488963
9157,17380000,16633752.120421076
14757,1259000,1044810.9252031033
15897,2849999,2672384.9909073426
16094,1690000,1389056.7400921145
415,390000,315656.08288595773
27821,470000,1043890.087484215
11857,8690000,8905094.097000364
25538,398000,1567061.4531264007
7528,10138592,9935984.479426058
11969,1899000,1839142.348855171
10561,1999000,2029112.1736056926
17498,2490000,2427660.6431383174
13057,18900000,19798160.511421867
5584,5600000,5242684.951692002
19541,1990000,1289284.636630646
3177,9399000,9852642.431293422
24565,950000,722372.6813032557
22354,2990000,3184673.764259391
19845,2099000,1388120.6130363496
684,138000,315656.08288595773
17897,4990000,2690032.237797861
7468,1548000,1491186.946686811
12562,360000,363803.88074032083
959,155555,706190.298229469
142,550000,2424925.4962814967
27436,180000,315656.08288595773
10833,4550000,4398583.236651144
12044,4590000,5690178.221880919
10473,6980000,6800276.972824421
22258,720000,353881.1347551724
5856,590000,427308.80429979693
4918,2980000,2283969.9754816196
11100,1290000,1222055.3801248504
18876,9190000,8595571.055055339
28428,120000,318513.424604368
22387,1400000,1157968.4827200703
20941,1099000,595728.4914587209
25035,150000,318600.4798090243
20953,5599000,6300821.105789625
21216,599000,637343.4601558454
17653,65000,315656.08288595773
10224,2499999,2538566.3377073333
17052,499000,578365.6400206498
4312,2490000,2521683.4469557074
12906,1290000,1449564.2131286685
16205,1299000,1233421.0408748828
27445,7799999,8092892.196900174
5296,1419000,1667454.2702662617
18263,950000,1415249.6286266258
25755,560000,1080861.115620451
19972,1699000,1431314.363409779
21439,3250000,2529139.4456386967
27161,9390000,11026114.40254084
21131,780000,907296.7836127009
15397,5100000,4781642.294258187
21608,1500000,1490150.9196534082
18694,4190000,2810569.7590467287
10865,9290000,9406144.412046265
21915,1590000,1743948.2863237185
20668,1950000,2148786.2279578466
3945,6950000,8254856.4178012395
5079,2199000,2324493.5760232364
26285,2000000,2157936.9379055877
17150,2499000,2314949.844708704
20460,6599000,6945006.680051608
14615,1250000,2034409.8659769567
14730,3290000,2211097.3031270746
28129,2297000,2037975.8684488712
6106,14199999,11787719.598383388
17057,8800000,8570891.04471481
16897,179000,315656.08288595773
13384,1550000,2225548.911282002
2640,2599000,2227924.925511193
18480,199000,602141.9996059859
12180,2990000,2341512.8795371847
10402,720000,334472.3140746446
27889,9980000,9985325.73397065
26904,4999000,4352829.041852659
4039,280000,334472.3140746446
20723,999000,1197762.192637039
22623,1999000,2015733.530642976
27768,1970000,1784902.9208128802
23816,1100000,986482.7691779828
2423,1290000,1824474.8510933847
11664,2290000,2128788.566937073
25411,1270000,1765387.172459912
11835,4199000,3971401.713774396
7380,9500000,9347842.484779848
13924,1449999,1561185.3132556179
3662,7800000,8651671.61722906
15669,3698000,3061403.3114397437
20244,50000,353881.1347551724
19448,1950000,1876139.0385998555
10793,120000,315656.08288595773
12263,1899000,2009182.9049677767
11065,549000,994289.311896542
19544,149000,338729.025675605
9029,1999999,2134902.5995355225
2234,369000,426217.8272108141
6850,8390000,9558493.1873746
10558,1920000,1962539.993290601
21279,419000,2220026.347760738
1655,1950000,2223291.260245382
6459,2230000,2078194.3545679117
11321,1290000,886912.6169203881
15277,26990000,26479595.353320975
21571,1490000,1918806.3953913786
20511,2799000,1686476.708246046
10830,2799000,2363409.157263503
19693,1595000,2171311.286825843
22168,2499000,2501498.7796064517
18079,989000,457562.75151471916
1245,8789000,8569977.489561405
21181,5490000,7455896.592851193
16806,1350000,1506204.9058626022
26371,599000,587123.7662352563
366,9300000,10307922.225889267
8683,599000,441265.420326104
19820,110000,412261.2111845071
12285,13900000,10147455.78776544
23375,590000,331398.44100244343
14218,2799000,2107876.5431524157
13073,2499999,2629629.5155582856
9474,13659000,10016708.137110783
18867,9190000,8595571.055055339
4020,1490000,1601223.7493529597
6328,1450000,1472347.77701824
12066,1490000,1602845.0922323272
11145,2299000,2579532.1034259824
16460,2650000,2406864.8683497533
2365,255000,348559.557851839
26852,130000,334472.3140746446
2642,2490000,2134425.730956957
11453,5290000,5405721.758871819
8177,180000,220299.56225706686
11645,7649000,7235233.873756544
13818,60000,315656.08288595773
12717,11850000,11488541.48933349
24082,390000,353881.1347551724
23398,4190000,2816540.1796582327
21176,2280000,1764933.499843727
10809,3150000,3206883.8433228848
25660,1599000,1613807.4983163802
15284,150000,460340.7070915327
18817,1899000,2010227.2828086645
8413,2190000,1619812.9789978976
27469,8990000,10694038.726206655
449,1979000,1352792.6396880962
4427,7999000,8802634.42491027
8382,10700000,10292047.652428892
11193,4190000,3536142.6931469324
12580,899900,1785607.6233105639
25320,580000,596966.7607363197
23322,370000,371346.11205936584
7457,2748000,2589604.972758296
13100,1275000,951774.5802718272
16995,1999000,2075395.7446608443
19939,389000,315656.08288595773
9193,2199000,2087497.807649534
8482,2149000,1968215.446481284
9376,9590000,8271078.746781073
2757,7179000,7582438.915925935
19760,7999000,10093052.735362032
