ad_id,region_id,ad_price,numpictures,proseller,adoldness,mileage,clime_id,shifter,person_capacity,doorsnumber,color,brand_id,model_id,ccm,highlighted,antiguedad,category_id,msrp,car_type_id,weight,fuel_tank,boot_capacity,fuel,environmental_id,cylinders,drive_id,consump_mixed,top_speed,acceleration,torque,power
4066033,13,1290000,6,0,3509,148000,4,14,5,5,22,69,231,1364,0,1714,1,3897000.0,6,1155.0,52.0,350.0,0,4,4.0,1,6.3,178.0,13.7,125.0,90.0
14987234,3,1470000,8,1,155,147000,2,14,5,5,131,69,231,1364,0,43753,1,3897000.0,6,1155.0,52.0,350.0,0,4,4.0,1,6.3,178.0,13.7,125.0,90.0
15262033,4,599000,3,1,114,369000,4,14,5,5,30,69,231,1364,0,43830,1,3897000.0,6,1155.0,52.0,350.0,0,4,4.0,1,6.3,178.0,13.7,125.0,90.0
15290375,3,829000,6,0,29,232000,2,14,5,5,40,69,231,1364,1,5274,1,3897000.0,6,1155.0,52.0,350.0,0,4,4.0,1,6.3,178.0,13.7,125.0,90.0
15416093,14,1149000,12,1,1,123940,2,14,5,5,40,69,231,1364,1,5063,1,3897000.0,6,1155.0,52.0,350.0,0,4,4.0,1,6.3,178.0,13.7,125.0,90.0
15477037,5,967000,10,1,19,253885,2,0,5,5,60,69,231,1364,0,5778,1,3897000.0,6,1155.0,52.0,350.0,0,4,4.0,1,6.3,178.0,13.7,125.0,90.0
15483792,8,1449000,9,1,23,158453,4,14,5,5,131,69,231,1364,0,4653,1,3897000.0,6,1155.0,52.0,350.0,0,4,4.0,1,6.3,178.0,13.7,125.0,90.0
15486577,8,1449000,11,1,22,52626,4,14,5,5,40,69,231,1364,0,5719,1,3897000.0,6,1155.0,52.0,350.0,0,4,4.0,1,6.3,178.0,13.7,125.0,90.0
4246385,9,1450000,6,0,3435,185000,2,14,5,5,132,81,189,1390,0,1880,1,3399000.0,6,1135.0,55.0,340.0,0,4,4.0,1,6.5,175.0,14.3,128.0,75.0
15617443,6,599000,10,1,23,290277,2,14,5,5,190,81,189,1390,0,6270,1,3399000.0,6,1135.0,55.0,340.0,0,4,4.0,1,6.5,175.0,14.3,128.0,75.0
5440448,15,9990000,6,0,3022,98500,5,24,2,2,40,59,1192,5439,0,40923,8,38388000.0,15,1955.0,80.0,317.0,0,7,8.0,2,14.2,250.0,4.7,700.0,500.0
13298926,14,8990000,6,0,621,102000,3,24,2,2,190,59,1192,5439,0,43324,8,38388000.0,15,1955.0,80.0,317.0,0,7,8.0,2,14.2,250.0,4.7,700.0,500.0
15617927,10,8200000,9,1,10,118000,3,24,2,2,190,59,1192,5439,0,6468,8,38388000.0,15,1955.0,80.0,317.0,0,7,8.0,2,14.2,250.0,4.7,700.0,500.0
5624476,14,120000,5,1,2884,80000,3,14,5,5,0,70,195,1360,0,40986,1,3721000.0,9,1307.0,60.0,503.0,0,4,4.0,1,6.7,170.0,13.5,133.0,88.0
15507238,14,120000,5,1,53,80000,3,14,5,5,0,70,195,1360,0,43891,1,3721000.0,9,1307.0,60.0,503.0,0,4,4.0,1,6.7,170.0,13.5,133.0,88.0
15547104,3,980000,12,1,3,137540,2,14,5,5,40,70,195,1360,0,4638,1,3721000.0,9,1307.0,60.0,503.0,0,4,4.0,1,6.7,170.0,13.5,133.0,88.0
5677158,14,2290000,6,1,2943,217728,5,15,5,5,131,76,179,1995,0,1403,6,7890000.0,6,1462.0,66.0,450.0,3,4,4.0,1,6.0,210.0,9.5,340.0,150.0
5730604,14,145000,6,1,2852,200000,2,14,5,5,60,76,158,1598,0,41018,1,3460000.0,9,1165.0,60.0,485.0,0,7,4.0,1,7.2,193.0,10.3,148.0,107.0
15508247,14,145000,6,1,53,200000,2,14,5,5,60,76,158,1598,0,43891,1,3460000.0,9,1165.0,60.0,485.0,0,7,4.0,1,7.2,193.0,10.3,148.0,107.0
15630392,8,545000,3,0,19,208000,2,14,5,5,0,76,158,1598,0,5666,1,3460000.0,9,1165.0,60.0,485.0,0,7,4.0,1,7.2,193.0,10.3,148.0,107.0
5795829,4,799000,6,1,2863,0,5,24,5,4,0,8,391,4172,0,6434,8,26763000.0,12,1750.0,90.0,525.0,0,3,8.0,4,13.2,250.0,7.3,400.0,299.0
6201706,4,4850000,6,0,2780,175000,3,15,5,4,22,13,50,1995,0,1455,3,11348000.0,12,1585.0,70.0,520.0,3,4,4.0,2,5.1,231.0,8.3,350.0,177.0
15385199,14,2490000,10,1,47,203403,2,15,5,4,190,13,50,1995,0,3869,3,11348000.0,12,1585.0,70.0,520.0,3,4,4.0,2,5.1,231.0,8.3,350.0,177.0
15526337,14,2490000,6,0,14,219500,1,11,5,4,0,13,50,1995,0,3932,3,11348000.0,12,1585.0,70.0,520.0,3,4,4.0,2,5.1,231.0,8.3,350.0,177.0
15668454,14,1999000,6,0,5,331000,2,15,5,4,40,13,119,1995,0,4553,3,11348000.0,12,1585.0,70.0,520.0,3,4,4.0,2,5.1,231.0,8.3,350.0,177.0
6338157,14,4900000,6,0,2734,116000,5,23,7,5,22,99,3,2922,0,3145,9,18680000.0,13,2198.0,72.0,483.0,0,3,6.0,4,12.9,210.0,9.3,380.0,272.0
6468915,19,1990000,2,0,2675,208000,4,14,5,4,190,13,499,2793,0,4805,6,11598000.0,12,1390.0,63.0,440.0,0,7,6.0,2,9.1,240.0,7.0,280.0,193.0
7462379,19,1695000,1,0,2293,312000,4,14,5,4,190,13,499,2793,0,5604,6,11598000.0,12,1390.0,63.0,440.0,0,7,6.0,2,9.1,240.0,7.0,280.0,193.0
14743908,17,2100000,6,0,254,253000,4,14,5,4,132,13,499,2793,0,7623,6,11598000.0,12,1390.0,63.0,440.0,0,7,6.0,2,9.1,240.0,7.0,280.0,193.0
15351436,16,1259000,5,0,54,298565,4,14,5,4,20,13,499,2793,0,43854,6,11598000.0,12,1390.0,63.0,440.0,0,7,6.0,2,9.1,240.0,7.0,280.0,193.0
15523865,8,1250000,6,0,14,321242,4,14,5,4,0,13,499,2793,0,43894,6,11598000.0,12,1390.0,63.0,440.0,0,7,6.0,2,9.1,240.0,7.0,280.0,193.0
6760357,14,170000,4,1,2504,0,2,14,5,4,0,70,771,2230,0,41367,3,9550000.0,12,1455.0,80.0,481.0,0,7,4.0,1,9.1,220.0,9.6,217.0,158.0
6898586,14,2199998,12,0,2531,198650,5,14,5,5,130,86,327,1998,0,1754,3,10690000.0,9,1505.0,64.0,459.0,3,4,4.0,4,5.9,200.0,9.2,350.0,150.0
14964338,3,2100000,6,0,196,199820,5,15,5,5,10,86,327,1998,0,3298,3,10690000.0,9,1505.0,64.0,459.0,3,4,4.0,4,5.9,200.0,9.2,350.0,150.0
6977390,16,3850000,12,1,2480,186000,3,25,5,5,40,13,17,1995,0,1809,6,9807500.0,9,1520.0,63.0,460.0,3,4,4.0,2,4.9,218.0,8.8,350.0,177.0
15158104,14,2000000,11,1,147,200000,5,25,5,5,0,13,17,1995,0,4320,6,9807500.0,9,1520.0,63.0,460.0,3,4,4.0,2,4.9,218.0,8.8,350.0,177.0
15388467,3,1449999,12,1,5,290319,2,25,5,5,40,13,17,1995,1,4478,6,9807500.0,9,1520.0,63.0,460.0,3,4,4.0,2,4.9,218.0,8.8,350.0,177.0
15490897,3,1695000,12,1,16,300015,6,25,5,5,40,13,17,1995,0,4533,6,9807500.0,9,1520.0,63.0,460.0,3,4,4.0,2,4.9,218.0,8.8,350.0,177.0
15575134,3,2590000,12,1,2,117000,5,25,5,5,40,13,17,1995,0,4279,6,9807500.0,9,1520.0,63.0,460.0,3,4,4.0,2,4.9,218.0,8.8,350.0,177.0
7227705,14,190000,6,1,2345,200000,3,14,5,5,0,70,715,2088,0,41526,2,8340000.0,5,1615.0,80.0,340.0,3,7,4.0,1,8.2,175.0,12.7,250.0,109.0
15507582,14,190000,6,1,53,200000,3,14,5,5,0,70,715,2088,0,43891,2,8340000.0,5,1615.0,80.0,340.0,3,7,4.0,1,8.2,175.0,12.7,250.0,109.0
7357333,16,10500000,6,1,2372,115000,6,27,5,5,0,13,14,2993,0,210,9,23799000.0,13,2150.0,85.0,620.0,3,5,6.0,4,7.5,250.0,5.4,740.0,381.0
15689457,10,11750000,6,0,1,165000,5,27,5,5,0,13,14,2993,0,2063,9,23799000.0,13,2150.0,85.0,620.0,3,5,6.0,4,7.5,250.0,5.4,740.0,381.0
7384076,14,130000,5,1,2288,0,1,14,5,3,0,81,162,1896,0,41582,4,2622100.0,6,1000.0,45.0,270.0,3,7,4.0,1,6.2,165.0,16.3,124.0,64.0
15512115,14,130000,5,1,52,1,1,14,5,3,0,81,162,1896,0,43892,4,2622100.0,6,1000.0,45.0,270.0,3,7,4.0,1,6.2,165.0,16.3,124.0,64.0
7775620,6,2190000,8,1,2220,270000,3,15,5,5,132,80,1275,1910,0,1881,6,8795000.0,9,1765.0,63.0,519.0,3,4,4.0,1,5.5,195.0,12.0,280.0,120.0
7840311,14,130000,5,1,2127,0,2,14,5,5,0,83,159,1397,0,41744,4,2402000.0,6,1064.0,45.0,248.0,0,3,4.0,1,6.7,155.0,18.8,120.0,60.0
15297718,7,149000,9,1,31,212000,1,14,5,5,61,83,159,1397,0,7194,4,2402000.0,6,1064.0,45.0,248.0,0,3,4.0,1,6.7,155.0,18.8,120.0,60.0
15473632,10,365000,6,0,24,265200,2,14,5,5,23,83,159,1397,0,6720,4,2402000.0,6,1064.0,45.0,248.0,0,3,4.0,1,6.7,155.0,18.8,120.0,60.0
15512144,14,130000,5,1,52,1,2,14,5,5,0,83,159,1397,0,43892,4,2402000.0,6,1064.0,45.0,248.0,0,3,4.0,1,6.7,155.0,18.8,120.0,60.0
15544050,14,379000,6,1,8,196800,1,14,5,5,0,83,159,1397,0,6585,4,2402000.0,6,1064.0,45.0,248.0,0,3,4.0,1,6.7,155.0,18.8,120.0,60.0
15660258,19,150000,6,0,8,182500,1,14,5,5,0,83,159,1397,0,43935,4,2402000.0,6,1064.0,45.0,248.0,0,3,4.0,1,6.7,155.0,18.8,120.0,60.0
8383217,3,2799000,12,1,1932,193000,5,25,5,5,130,13,17,1995,1,1700,6,9985000.0,9,1505.0,61.0,460.0,3,5,4.0,2,4.3,223.0,8.3,380.0,163.0
12856372,5,2599000,6,0,693,256000,5,15,5,5,132,13,17,1995,0,2364,6,9985000.0,9,1505.0,61.0,460.0,3,5,4.0,2,4.3,223.0,8.3,380.0,163.0
14494425,8,2799000,9,1,284,209065,5,15,5,5,190,13,17,1995,0,2810,6,9985000.0,9,1505.0,61.0,460.0,3,5,4.0,2,4.3,223.0,8.3,380.0,163.0
15386179,3,2199000,12,1,6,318000,5,15,5,5,132,13,17,1995,1,2986,6,9985000.0,9,1505.0,61.0,460.0,3,5,4.0,2,4.3,223.0,8.3,380.0,163.0
15417076,14,2799999,6,0,40,252600,5,15,5,5,190,13,17,1995,0,2931,6,9985000.0,9,1505.0,61.0,460.0,3,5,4.0,2,4.3,223.0,8.3,380.0,163.0
15498441,8,2599999,6,0,14,200565,5,15,5,5,91,13,17,1995,0,3288,6,9985000.0,9,1505.0,61.0,460.0,3,5,4.0,2,4.3,223.0,8.3,380.0,163.0
8641243,4,2219000,6,1,1913,120500,4,14,4,3,190,4,323,1368,0,1246,4,5340000.0,6,1210.0,45.0,270.0,0,5,4.0,1,5.6,207.0,8.4,206.0,135.0
15466538,11,1999000,6,0,62,136000,5,14,4,3,90,4,323,1368,0,2639,4,5340000.0,6,1210.0,45.0,270.0,0,5,4.0,1,5.6,207.0,8.4,206.0,135.0
8740746,6,1200000,6,0,1845,310000,3,15,5,4,130,59,35,2148,0,3257,3,11684400.0,12,1610.0,80.0,540.0,3,7,4.0,2,6.3,217.0,9.7,340.0,150.0
15533259,13,1400000,6,0,11,320000,3,5,5,4,40,59,35,2148,0,5212,3,11684400.0,12,1610.0,80.0,540.0,3,7,4.0,2,6.3,217.0,9.7,340.0,150.0
8776467,3,2190000,12,1,1870,153000,5,15,5,5,190,4,404,1598,0,1107,1,6550000.0,6,1310.0,60.0,350.0,3,5,4.0,1,4.4,185.0,11.3,320.0,105.0
15652149,7,2289000,9,1,10,180000,5,15,5,5,10,4,404,1598,0,3392,1,6550000.0,6,1310.0,60.0,350.0,3,5,4.0,1,4.4,185.0,11.3,320.0,105.0
8809974,11,2749000,6,1,1825,156000,5,15,7,5,40,31,331,1997,0,2152,2,9338000.0,5,1743.0,70.0,755.0,3,4,4.0,1,6.4,196.0,10.2,320.0,140.0
15349178,14,1489000,12,1,56,187000,5,15,5,5,24,31,331,1997,0,4438,2,9338000.0,5,1743.0,70.0,755.0,3,4,4.0,1,6.4,196.0,10.2,320.0,140.0
15397133,9,1498000,12,1,45,280000,4,15,7,5,40,31,331,1997,0,4449,2,9338000.0,5,1743.0,70.0,755.0,3,4,4.0,1,6.4,196.0,10.2,320.0,140.0
15580456,4,1990000,12,1,35,227500,5,15,7,5,190,31,331,1997,0,4615,2,9338000.0,5,1743.0,70.0,755.0,3,4,4.0,1,6.4,196.0,10.2,320.0,140.0
15629876,7,1950000,6,0,18,198000,5,15,5,5,40,31,331,1997,0,4205,2,9338000.0,5,1743.0,70.0,755.0,3,4,4.0,1,6.4,196.0,10.2,320.0,140.0
8842115,18,2490000,6,1,1815,201050,5,15,5,5,130,69,21,1956,0,1674,6,8770000.0,6,1548.0,70.0,530.0,3,5,4.0,1,5.1,218.0,9.5,350.0,160.0
15532404,7,2550000,6,0,12,245400,5,15,5,5,190,69,21,1956,0,3600,6,8770000.0,6,1548.0,70.0,530.0,3,5,4.0,1,5.1,218.0,9.5,350.0,160.0
15648851,12,1990000,6,0,11,164000,4,15,5,5,190,69,21,1956,0,3239,6,8770000.0,6,1548.0,70.0,530.0,3,5,4.0,1,5.1,218.0,9.5,350.0,160.0
8880833,3,4000000,6,0,1796,199960,3,24,5,4,190,59,214,2987,0,2966,3,16980200.0,12,1770.0,80.0,540.0,3,4,6.0,4,8.1,244.0,7.4,510.0,224.0
14746785,16,2199000,11,1,253,365000,5,24,5,4,50,59,214,2987,0,4429,3,16980200.0,12,1770.0,80.0,540.0,3,4,6.0,4,8.1,244.0,7.4,510.0,224.0
14829714,4,2275000,11,1,229,326000,6,24,5,4,0,59,214,2987,0,4544,3,16980200.0,12,1770.0,80.0,540.0,3,4,6.0,4,8.1,244.0,7.4,510.0,224.0
15562716,3,2850000,6,1,5,307000,5,24,5,5,190,59,214,2987,0,4061,3,16980200.0,12,1770.0,80.0,540.0,3,4,6.0,4,8.1,244.0,7.4,510.0,224.0
15612564,14,2099000,5,0,24,311851,4,26,5,4,190,59,214,2987,0,4139,3,16980200.0,12,1770.0,80.0,540.0,3,4,6.0,4,8.1,244.0,7.4,510.0,224.0
15656589,3,2050000,6,0,9,295685,1,1,5,0,0,59,214,0,0,43935,3,16980200.0,12,1770.0,80.0,540.0,3,4,6.0,4,8.1,244.0,7.4,510.0,224.0
8920351,3,9900000,12,1,1826,94000,5,27,5,5,190,98,426,2967,0,116,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
14684565,8,8000000,5,0,271,135000,3,27,5,5,190,98,426,2967,0,2189,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
14743963,3,11990000,12,1,255,73610,5,27,5,5,190,98,426,2967,0,1262,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
15388719,3,7590000,5,1,5,188000,6,27,5,5,132,98,426,2967,1,1891,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
15394517,3,9499000,11,1,81,36800,5,27,5,5,40,98,426,2967,0,1830,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
15395181,4,7990000,12,1,81,176200,5,27,5,5,190,98,426,2967,0,1618,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
15541690,7,7849000,12,1,5,185000,5,27,5,5,0,98,426,2967,0,1896,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
15615208,3,11990000,12,1,25,74017,6,27,5,5,0,98,426,2967,0,1492,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
15617902,3,9490000,12,1,24,121617,5,27,5,5,0,98,426,2967,0,2010,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
15637601,19,7450000,12,1,16,185000,5,27,5,5,10,98,426,2967,1,1774,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
15674059,7,7849000,12,1,5,185000,5,27,5,5,0,98,426,2967,0,1937,9,17371900.0,13,2110.0,100.0,580.0,3,6,6.0,4,6.6,225.0,7.3,580.0,262.0
9000108,3,11980000,12,1,1802,21000,5,25,5,5,40,99,412,2400,0,505,3,14170000.0,9,1917.0,70.0,555.0,3,5,4.0,4,6.4,200.0,9.5,420.0,181.0
9021413,14,149000,5,1,1720,240000,3,14,5,5,0,31,1,1998,0,42150,6,5715000.0,6,1501.0,58.0,500.0,3,7,4.0,1,5.7,197.0,10.8,280.0,116.0
15317864,18,120000,4,0,26,340000,4,14,5,4,190,31,1,1998,0,6377,6,5715000.0,6,1501.0,58.0,500.0,3,7,4.0,1,5.7,197.0,10.8,280.0,116.0
15503122,14,149000,5,1,54,240000,3,14,5,5,0,31,1,1998,0,43890,6,5715000.0,6,1501.0,58.0,500.0,3,7,4.0,1,5.7,197.0,10.8,280.0,116.0
15534148,2,399000,11,1,10,248000,2,14,5,5,0,31,1,1998,0,6308,6,5715000.0,6,1501.0,58.0,500.0,3,7,4.0,1,5.7,197.0,10.8,280.0,116.0
9069869,14,130000,5,1,1706,21119,1,14,5,5,0,87,129,993,0,42165,4,1915000.0,6,775.0,40.0,226.0,0,3,3.0,1,5.5,145.0,15.6,76.0,53.0
14863766,14,199000,9,1,149,185000,1,14,5,5,40,87,129,993,0,6863,4,1915000.0,6,775.0,40.0,226.0,0,3,3.0,1,5.5,145.0,15.6,76.0,53.0
15349317,7,99000,0,0,17,70850,1,14,5,5,60,87,129,993,0,7969,4,1915000.0,6,775.0,40.0,226.0,0,3,3.0,1,5.5,145.0,15.6,76.0,53.0
15359710,1,195000,7,1,16,97027,1,14,5,5,60,87,129,993,0,43855,4,1915000.0,6,775.0,40.0,226.0,0,3,3.0,1,5.5,145.0,15.6,76.0,53.0
15404535,15,215000,6,0,0,87000,1,14,5,5,0,87,129,993,1,6886,4,1915000.0,6,775.0,40.0,226.0,0,3,3.0,1,5.5,145.0,15.6,76.0,53.0
15420241,19,360000,12,1,32,126000,1,14,5,5,60,87,129,993,0,7803,4,1915000.0,6,775.0,40.0,226.0,0,3,3.0,1,5.5,145.0,15.6,76.0,53.0
15477398,11,150000,5,0,60,42806,1,14,5,5,0,87,129,993,0,7208,4,1915000.0,6,775.0,40.0,226.0,0,3,3.0,1,5.5,145.0,15.6,76.0,53.0
15503526,12,65000,6,0,54,144240,1,14,5,5,0,87,129,993,0,6941,4,1915000.0,6,775.0,40.0,226.0,0,3,3.0,1,5.5,145.0,15.6,76.0,53.0
15512170,14,130000,5,1,52,21119,1,14,5,5,0,87,129,993,0,43892,4,1915000.0,6,775.0,40.0,226.0,0,3,3.0,1,5.5,145.0,15.6,76.0,53.0
15674154,8,180000,6,1,4,174000,1,14,5,5,10,87,129,993,0,7081,4,1915000.0,6,775.0,40.0,226.0,0,3,3.0,1,5.5,145.0,15.6,76.0,53.0
9171270,3,11900000,4,1,1747,0,5,27,5,4,10,13,50,1995,0,42198,3,12693700.0,12,1630.0,70.0,520.0,3,6,4.0,2,4.1,233.0,7.7,400.0,190.0
13804218,9,9490000,6,1,492,39500,5,27,5,4,130,13,50,1995,0,1025,3,12693700.0,12,1630.0,70.0,520.0,3,6,4.0,2,4.1,233.0,7.7,400.0,190.0
15585500,3,8500000,8,1,34,16301,5,27,5,4,190,13,50,1995,0,1238,3,12693700.0,12,1630.0,70.0,520.0,3,6,4.0,2,4.1,233.0,7.7,400.0,190.0
15611939,14,8999000,12,1,26,39256,6,27,5,4,10,13,50,1995,0,1246,3,12693700.0,12,1630.0,70.0,520.0,3,6,4.0,2,4.1,233.0,7.7,400.0,190.0
15726122,3,5290000,6,1,0,199200,6,27,5,4,190,13,50,1995,0,1709,3,12693700.0,12,1630.0,70.0,520.0,3,6,4.0,2,4.1,233.0,7.7,400.0,190.0
9186517,20,1990000,6,0,1740,77000,4,14,5,5,10,76,150,1461,0,1114,4,4170000.0,6,1175.0,55.0,288.0,3,5,4.0,1,4.4,175.0,12.5,200.0,90.0
15507535,14,1290000,12,1,12,186350,2,14,5,5,91,76,150,1461,0,3015,4,4170000.0,6,1175.0,55.0,288.0,3,5,4.0,1,4.4,175.0,12.5,200.0,90.0
9206708,11,1699000,6,1,1698,151000,5,14,5,4,22,16,775,1991,0,2978,6,7278500.0,12,1560.0,65.0,480.0,3,4,4.0,1,6.1,200.0,9.7,320.0,150.0
14808504,10,1599999,6,1,198,155500,4,14,5,4,190,16,775,1991,0,3259,6,7278500.0,12,1560.0,65.0,480.0,3,4,4.0,1,6.1,200.0,9.7,320.0,150.0
9294312,7,1490000,12,1,1669,42121,2,14,5,3,200,18,967,1598,0,2247,4,5312000.0,6,1075.0,50.0,285.0,0,5,4.0,1,6.0,190.0,8.9,160.0,120.0
15497346,4,1980000,6,0,55,99330,3,14,5,3,190,18,967,1598,0,3560,4,5312000.0,6,1075.0,50.0,285.0,0,5,4.0,1,6.0,190.0,8.9,160.0,120.0
15648509,9,1999000,0,0,11,101000,4,14,5,3,190,18,967,1598,0,2843,4,5312000.0,6,1075.0,50.0,285.0,0,5,4.0,1,6.0,190.0,8.9,160.0,120.0
9416806,11,1500000,4,0,1629,134000,2,14,5,4,132,81,184,1390,0,2680,1,2899000.0,12,1090.0,45.0,485.0,0,4,4.0,1,6.4,181.0,12.4,130.0,86.0
15535965,19,950000,4,0,5,182000,2,14,5,4,132,81,184,1390,0,4391,1,2899000.0,12,1090.0,45.0,485.0,0,4,4.0,1,6.4,181.0,12.4,130.0,86.0
15553283,2,950000,11,1,1,218000,2,14,5,4,40,81,184,1390,0,4424,1,2899000.0,12,1090.0,45.0,485.0,0,4,4.0,1,6.4,181.0,12.4,130.0,86.0
9460629,4,2519000,5,1,1617,219600,5,15,5,5,40,69,21,1956,0,1354,6,8680000.0,9,1626.0,70.0,540.0,3,5,4.0,1,4.9,200.0,11.6,300.0,131.0
9496754,14,145000,4,1,1566,300000,2,14,5,5,0,83,27,1598,0,42304,1,3427000.0,9,1200.0,55.0,548.0,0,7,4.0,1,7.8,187.0,11.7,145.0,101.0
15512160,14,145000,4,1,52,300000,2,14,5,5,0,83,27,1598,0,43892,1,3427000.0,9,1200.0,55.0,548.0,0,7,4.0,1,7.8,187.0,11.7,145.0,101.0
9496928,14,145000,5,1,1566,300000,2,14,5,4,0,59,35,2155,0,42304,3,9780000.0,12,1390.0,65.0,520.0,3,2,4.0,2,7.1,180.0,17.0,150.0,95.0
15363010,9,195000,6,0,13,243000,2,14,5,4,22,59,35,2155,0,8278,3,9780000.0,12,1390.0,65.0,520.0,3,2,4.0,2,7.1,180.0,17.0,150.0,95.0
9573010,11,1899000,6,1,1616,111000,3,14,5,5,40,83,159,1896,0,2484,4,5454000.0,6,1170.0,45.0,300.0,3,4,4.0,1,4.9,190.0,10.8,240.0,105.0
9575734,2,149000,6,1,1398,182200,3,14,5,5,0,98,224,2792,0,42472,2,9291000.0,5,1835.0,70.0,852.0,0,7,6.0,1,11.6,195.0,11.8,235.0,174.0
9655009,3,12000000,12,1,1592,79000,6,1,11,4,10,17,678,3600,0,3456,3,12500000.0,12,1824.0,68.0,504.0,0,7,6.0,2,11.1,204.0,6.8,340.0,249.0
15183397,3,2495000,11,1,106,229564,3,1,5,4,40,17,678,3518,0,5118,3,12500000.0,12,1824.0,68.0,504.0,0,7,6.0,2,11.1,204.0,6.8,340.0,249.0
15614737,12,2200000,6,0,24,116950,2,4,5,4,130,17,678,3518,0,4505,3,12500000.0,12,1824.0,68.0,504.0,0,7,6.0,2,11.1,204.0,6.8,340.0,249.0
9679360,4,5100000,6,0,1591,209000,6,26,5,4,190,59,97,2987,0,1457,3,15935530.0,12,1835.0,80.0,540.0,3,5,6.0,2,6.4,250.0,6.2,620.0,265.0
15582452,13,2800000,6,0,0,345000,6,26,5,4,0,59,97,2987,0,3763,3,15935530.0,12,1835.0,80.0,540.0,3,5,6.0,2,6.4,250.0,6.2,620.0,265.0
9924021,3,8690000,12,1,1470,122000,5,27,5,5,190,13,16,2993,0,1561,3,15893800.0,9,1795.0,70.0,560.0,3,5,6.0,2,5.5,247.0,6.1,560.0,258.0
9934496,3,2800000,6,0,1470,322000,5,26,5,4,130,59,683,2996,0,3754,3,13979600.0,12,1670.0,80.0,540.0,0,4,6.0,2,9.7,248.0,7.3,300.0,231.0
9979025,3,115000,4,1,1418,240000,3,5,5,4,20,99,380,2435,0,5776,3,10679000.0,12,1610.0,70.0,440.0,0,7,5.0,1,9.3,200.0,11.4,220.0,140.0
9979782,4,1290000,12,1,1456,144297,2,14,7,5,40,69,261,1995,0,4620,2,5569000.0,5,1428.0,58.0,150.0,3,3,4.0,1,6.5,175.0,14.0,230.0,101.0
15361168,16,599000,10,1,88,250000,2,14,7,5,40,69,213,1995,0,6297,2,5569000.0,5,1428.0,58.0,150.0,3,3,4.0,1,6.5,175.0,14.0,230.0,101.0
15374169,3,599999,10,1,7,340000,4,14,7,5,132,69,213,1995,1,6027,2,5569000.0,5,1428.0,58.0,150.0,3,3,4.0,1,6.5,175.0,14.0,230.0,101.0
15508797,4,950000,5,0,11,240000,1,14,7,5,0,69,213,1995,0,5846,2,5569000.0,5,1428.0,58.0,150.0,3,3,4.0,1,6.5,175.0,14.0,230.0,101.0
15626238,16,599000,12,1,20,218000,4,14,7,5,131,69,261,1995,0,5726,2,5569000.0,5,1428.0,58.0,150.0,3,3,4.0,1,6.5,175.0,14.0,230.0,101.0
10000597,4,2050000,5,0,1485,273000,5,15,5,4,0,98,305,1968,0,2769,6,8753000.0,12,1454.0,70.0,485.0,3,5,4.0,1,5.8,209.0,9.8,320.0,140.0
15588994,8,2199000,10,1,32,158436,5,15,5,4,21,98,305,1968,0,4131,6,8753000.0,12,1454.0,70.0,485.0,3,5,4.0,1,5.8,209.0,9.8,320.0,140.0
15602021,11,2050000,6,0,27,358000,2,15,5,4,20,98,226,1968,0,3559,6,8753000.0,12,1454.0,70.0,485.0,3,5,4.0,1,5.8,209.0,9.8,320.0,140.0
15666404,6,550000,6,0,7,217000,2,15,5,4,0,98,305,1968,0,43937,6,8753000.0,12,1454.0,70.0,485.0,3,5,4.0,1,5.8,209.0,9.8,320.0,140.0
15678814,12,2100000,6,0,2,305840,5,15,5,4,190,98,226,1968,0,4252,6,8753000.0,12,1454.0,70.0,485.0,3,5,4.0,1,5.8,209.0,9.8,320.0,140.0
10016551,17,985000,12,1,1440,313000,5,4,5,4,130,36,850,3474,0,6975,8,10790000.0,12,1675.0,68.0,430.0,0,7,6.0,1,12.2,215.0,9.1,297.0,204.0
10020826,8,10599000,7,1,1481,120000,6,27,7,5,10,13,14,2993,0,1922,9,15699000.0,13,2075.0,85.0,620.0,3,5,6.0,4,7.4,222.0,7.6,540.0,245.0
12790925,12,5199999,6,0,761,201000,5,27,5,5,40,13,14,2993,0,2440,9,15699000.0,13,2075.0,85.0,620.0,3,5,6.0,4,7.4,222.0,7.6,540.0,245.0
